row_id,input_id,source_file,period,folio,nro_lin_det,direction,invoice_date,document_type,provider_rut,provider_giro,item_text,description,provider,farm,meter_code,amount,unit_price,xml_document_kind,source,prediction,top1,margin,entropy,decision,reason,top3,model_prediction,model_top1,lookup_conflict,exact_known_truth,exact_known_consistent,risk_flags
5,COMPRAS|165563778|66|1,DTE_033_000000000066_165563778.xml,2025-01,66,1,COMPRAS,2025-01-02,33,165563778,TRANSPORTE DE CARGA POR CARRETERA / SERVICIOS CONDUCTOR PROFESIONAL,Flete mudanza 27/12/2024,,JUAN ANGEL ANIBAL VERGARA OBANDO,,,35000,35000.00,Documento,model,EXP-15.3,0.949237,0.93428,0.348444,auto_accept,,EXP-15.3:0.9492;EXP-14.1:0.0150;EXP-13.3:0.0060,EXP-15.3,0.949237,False,,,novel_model_auto_accept
6,COMPRAS|165563778|66|2,DTE_033_000000000066_165563778.xml,2025-01,66,2,COMPRAS,2025-01-02,33,165563778,TRANSPORTE DE CARGA POR CARRETERA / SERVICIOS CONDUCTOR PROFESIONAL,Flete Colun 30/12/2024,,JUAN ANGEL ANIBAL VERGARA OBANDO,,,45000,45000.00,Documento,model,EXP-15.3,0.956389,0.94892,0.321859,auto_accept,,EXP-15.3:0.9564;EXP-14.1:0.0075;ADM-1.5:0.0044,EXP-15.3,0.956389,False,,,novel_model_auto_accept
9,COMPRAS|165563778|69|1,DTE_033_000000000069_165563778.xml,2025-01,69,1,COMPRAS,2025-01-23,33,165563778,TRANSPORTE DE CARGA POR CARRETERA / SERVICIOS CONDUCTOR PROFESIONAL,Flete desde Colun,Paillaco a El Maitén,JUAN ANGEL ANIBAL VERGARA OBANDO,,,40000,40000.00,Documento,model,EXP-15.3,0.96008,0.954191,0.298073,auto_accept,,EXP-15.3:0.9601;EXP-14.1:0.0059;EXP-13.3:0.0048,EXP-15.3,0.96008,False,,,novel_model_auto_accept
14,COMPRAS|98208089|106|1,DTE_033_000000000106_98208089.xml,2025-01,106,1,COMPRAS,2025-01-09,33,98208089,TRANSPORTE DE CARGA Y PRESTACION DE SERVICIOS,Muestreo forraj.el Maiten,,JAVIER ARIEL SILVA VERA,,,126000,14000.00,Documento,model,EXP-12.1,0.907609,0.890607,0.608683,auto_accept,,EXP-12.1:0.9076;EXP-9.2:0.0170;EXP-6.2:0.0080,EXP-12.1,0.907609,False,,,novel_model_auto_accept
15,COMPRAS|98208089|106|2,DTE_033_000000000106_98208089.xml,2025-01,106,2,COMPRAS,2025-01-09,33,98208089,TRANSPORTE DE CARGA Y PRESTACION DE SERVICIOS,Muestras forra. Bramadero,,JAVIER ARIEL SILVA VERA,,,140000,14000.00,Documento,model,EXP-12.1,0.861956,0.840898,0.858671,auto_accept,,EXP-12.1:0.8620;EXP-9.2:0.0211;ADM-1.6:0.0154,EXP-12.1,0.861956,False,,,novel_model_auto_accept
16,COMPRAS|98208089|106|3,DTE_033_000000000106_98208089.xml,2025-01,106,3,COMPRAS,2025-01-09,33,98208089,TRANSPORTE DE CARGA Y PRESTACION DE SERVICIOS,Muestra Forra.Yutreco,,JAVIER ARIEL SILVA VERA,,,56000,14000.00,Documento,model,EXP-12.1,0.928953,0.916835,0.48132,auto_accept,,EXP-12.1:0.9290;EXP-9.2:0.0121;EXP-6.2:0.0105,EXP-12.1,0.928953,False,,,novel_model_auto_accept
18,COMPRAS|84262528|131|1,DTE_033_000000000131_84262528.xml,2025-01,131,1,COMPRAS,2025-01-24,33,84262528,SUB. GAS/PROVISIONES/CARNICERIA/CONF./EXP CERVEZAS/PENSION/AGRICULTOR,Galón de Gas 45 kgs.,,JULIA IGNACIA FUENTES FLORES,,,84034,84034.00,Documento,model,EXP-11.5,0.92582,0.904005,0.455019,auto_accept,,EXP-11.5:0.9258;EXP-11.4:0.0218;EXP-16.2:0.0179,EXP-11.5,0.92582,False,,,novel_model_auto_accept
34,COMPRAS|770642981|306|1,DTE_033_000000000306_770642981.xml,2025-01,306,1,COMPRAS,2025-01-31,33,770642981,CONSULTORÍA POR PROFESIONALES EN SEGURIDAD Y SALUD OCUPACIONAL,PREVENCION DE RIESGOS,CONSULTORIA POR PROFESIONAL EN SEGURIDAD Y SALUD OCUPACIONAL ENERO,SERVICIOS PROFESIONALES EN SEGURIDAD Y SALUD OCUPACIONAL JACQUELINE FU,,,764080,191020.00,Documento,model,ADM-1.10,0.97064,0.967529,0.234441,auto_accept,,ADM-1.10:0.9706;ADM-2.1:0.0031;EXP-5.3:0.0026,ADM-1.10,0.97064,False,,,novel_model_auto_accept
57,COMPRAS|185494640|516|1,DTE_033_000000000516_185494640.xml,2025-01,516,1,COMPRAS,2025-01-29,33,185494640,COMP. Y VTA. DE GANADO TRANSPORTE DE CARGA ING. CIVIL EN OBRAS CIVIL,VIAJE 36 VACAS,De Vista Hermosa a Yutreco,RAFAEL ANDRES BERTIN DELGADO,,,300000,300000.00,Documento,model,EXP-15.3,0.769453,0.674601,1.11694,auto_accept,,EXP-15.3:0.7695;EXP-14.1:0.0949;ADM-1.5:0.0312,EXP-15.3,0.769453,False,,,novel_model_auto_accept
62,COMPRAS|770334063|1125|1,DTE_033_000000001125_770334063.xml,2025-01,1125,1,COMPRAS,2025-01-02,33,770334063,SERVICIOS MECANICOS A DOMICILIO DE MOTOCICLETAS,mantencion trx 520,,MULTIMOTOS OSORNO SPA,,,67227,67226.80,Documento,model,EXP-13.2,0.877937,0.835388,0.646541,auto_accept,,EXP-13.2:0.8779;EXP-14.1:0.0425;ADM-1.5:0.0201,EXP-13.2,0.877937,False,,,novel_model_auto_accept
63,COMPRAS|770334063|1125|2,DTE_033_000000001125_770334063.xml,2025-01,1125,2,COMPRAS,2025-01-02,33,770334063,SERVICIOS MECANICOS A DOMICILIO DE MOTOCICLETAS,aceite motul,,MULTIMOTOS OSORNO SPA,,,52689,17563.00,Documento,model,EXP-13.2,0.858959,0.772842,0.646973,auto_accept,,EXP-13.2:0.8590;ADM-1.5:0.0861;EXP-14.1:0.0191,EXP-13.2,0.858959,False,,,novel_model_auto_accept
64,COMPRAS|770334063|1125|3,DTE_033_000000001125_770334063.xml,2025-01,1125,3,COMPRAS,2025-01-02,33,770334063,SERVICIOS MECANICOS A DOMICILIO DE MOTOCICLETAS,filtro de aceite,,MULTIMOTOS OSORNO SPA,,,8320,8320.00,Documento,model,EXP-13.2,0.866747,0.813083,0.71059,auto_accept,,EXP-13.2:0.8667;ADM-1.5:0.0537;EXP-14.1:0.0155,EXP-13.2,0.866747,False,,,novel_model_auto_accept
65,COMPRAS|770334063|1125|4,DTE_033_000000001125_770334063.xml,2025-01,1125,4,COMPRAS,2025-01-02,33,770334063,SERVICIOS MECANICOS A DOMICILIO DE MOTOCICLETAS,aceite corona,,MULTIMOTOS OSORNO SPA,,,3277,3277.00,Documento,model,EXP-13.2,0.798714,0.685838,0.888788,auto_accept,,EXP-13.2:0.7987;ADM-1.5:0.1129;EXP-14.1:0.0254,EXP-13.2,0.798714,False,,,novel_model_auto_accept
