gold_id,truth,prediction,model_prediction,gold_source,source,decision,reason,correct,model_prediction_correct,top1,margin,direction,item_text,description,provider,lookup_conflict,top3,model_text,guard_reason,counterfactual_model_decision,counterfactual_model_reason
SA-00687,ADM-1.10,ADM-1.6,ADM-1.6,file_audit,model,review_required,low_confidence,False,False,0.14462250471115112,0.021851904690265656,COMPRAS,CRECE ANUAL,20% DCTO PARTNER PROMOTOR NIVEL ENTRANTE - OREGON CONSULTING,CHIPAX SPA,False,ADM-1.6;ADM-1.2;EXP-7.0,[COMPRAS] | CRECE ANUAL | 20% DCTO PARTNER PROMOTOR NIVEL ENTRANTE - OREGON CONSULTING | CHIPAX SPA,,review_required,low_confidence
SA-00027,ADM-1.4,ADM-1.7,ADM-1.7,silver_audit,model,review_required,low_confidence,False,False,0.7294438481330872,0.6631004810333252,COMPRAS,Intereses Exentos,,SOCIEDAD CONCESIONARIA RUTA 5 TALCA-CHILLAN S.A.,False,ADM-1.7;EXP-15.1;ADM-1.5,[COMPRAS] | Intereses Exentos | SOCIEDAD CONCESIONARIA RUTA 5 TALCA-CHILLAN S.A.,,review_required,low_confidence
SA-00071,ADM-1.4,ADM-1.7,ADM-1.7,silver_audit,model,review_required,low_confidence,False,False,0.709550142288208,0.6416246369481087,COMPRAS,Intereses Exentos,,"RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A.",False,ADM-1.7;EXP-15.1;ADM-1.5,"[COMPRAS] | Intereses Exentos | RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A.",,review_required,low_confidence
SA-00682,ADM-1.6,EXP-13.1,EXP-13.1,file_audit,model,review_required,low_confidence,False,False,0.4492034912109375,0.24739456176757812,COMPRAS,TONER ORIGINAL TN860XL MARCA BROTHER CON UN 5 0 DESCUENTO,TONER ORIGINAL TN860XL MARCA BROTHER,COMERCIAL V A M OFFICES SUPPLIES LIMITADA,False,EXP-13.1;EXP-14.3;ADM-1.6,[COMPRAS] | TONER ORIGINAL TN860XL MARCA BROTHER CON UN 5 0 DESCUENTO | TONER ORIGINAL TN860XL MARCA BROTHER | COMERCIAL V A M OFFICES SUPPLIES LIMITADA,,review_required,low_confidence
SA-00278,ADM-2.2,ADM-1.4,ADM-1.4,silver_audit,model,review_required,low_confidence,False,False,0.3059767484664917,0.16673818230628967,COMPRAS,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,False,ADM-1.4;ADM-2.2;EXP-1.1,[COMPRAS] | RUTCOBRANZA 96685810 | Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,review_required,low_confidence
RG-01026,EXP-1.1,EXP-16.2,EXP-16.2,file_audit,model,review_required,low_confidence,False,False,0.3310868442058563,0.052894383668899536,COMPRAS,EMPANADAS DE HORNO,,MINERVA RUTH ARELLANO VASQUEZ,False,EXP-16.2;EXP-10.1;EXP-14.1,[COMPRAS] | EMPANADAS DE HORNO | MINERVA RUTH ARELLANO VASQUEZ,,review_required,low_confidence
RG-01105,EXP-1.1,EXP-14.4,EXP-14.4,file_audit,model,review_required,low_confidence,False,False,0.6602585315704346,0.552822545170784,COMPRAS,ESTAMPADO CORPORACION,RURAL POLERA LADO IZQUIERDO PECHO,SMRCHILE LIMITADA,False,EXP-14.4;EXP-1.1;ADM-1.6,[COMPRAS] | ESTAMPADO CORPORACION | RURAL POLERA LADO IZQUIERDO PECHO | SMRCHILE LIMITADA,,review_required,low_confidence
SA-00002,EXP-1.1,EXP-10.1,EXP-10.1,silver_audit,model,review_required,low_confidence,False,False,0.328061044216156,0.09127113223075867,COMPRAS,CURSO OPERADOR MOTOS,,SERVICIOS TECNICOS DE CAPACITACION VICTOR HERMINIO MIRANDA HERNANDEZ E,False,EXP-10.1;EXP-1.1;EXP-14.1,[COMPRAS] | CURSO OPERADOR MOTOS | SERVICIOS TECNICOS DE CAPACITACION VICTOR HERMINIO MIRANDA HERNANDEZ E,,review_required,low_confidence
SA-00819,EXP-10.1,EXP-10.4,EXP-10.4,silver_audit,model,review_required,weak_class,False,False,0.27016109228134155,0.004237174987792969,COMPRAS,SELLO DEL CUERPO ICIP PARA LA COPA DE GOMA Y EL CORTADOR DE CLIPS,,GEA Farm Technologies Osorno Ltda.,False,EXP-10.4;EXP-10.1;EXP-16.2,[COMPRAS] | SELLO DEL CUERPO ICIP PARA LA COPA DE GOMA Y EL CORTADOR DE CLIPS | GEA Farm Technologies Osorno Ltda.,,review_required,weak_class
SA-00805,EXP-10.4,EXP-10.1,EXP-10.1,silver_audit,model,review_required,low_confidence,False,False,0.7377879023551941,0.5701700747013092,COMPRAS,-Juego de servicio - Gestion de leche (C)var.,,GEA Farm Technologies Osorno Ltda.,False,EXP-10.1;EXP-10.4;EXP-10.2,[COMPRAS] | -Juego de servicio - Gestion de leche (C)var. | GEA Farm Technologies Osorno Ltda.,,review_required,low_confidence
SA-00317,EXP-11.5,EXP-16.2,EXP-16.2,silver_audit,model,review_required,low_confidence,False,False,0.5772227048873901,0.20233479142189026,COMPRAS,"CARTUCHO GAS BUTANO-PROPANO 227 G ""OFERTA""",,COMERCIAL CLIMENT SPA,False,EXP-16.2;EXP-11.5;ADM-1.4,"[COMPRAS] | CARTUCHO GAS BUTANO-PROPANO 227 G ""OFERTA"" | COMERCIAL CLIMENT SPA",,review_required,low_confidence
SA-00044,EXP-12.1,EXP-1.1,EXP-1.1,silver_audit,model,review_required,weak_class,False,False,0.22524172067642212,0.1286795660853386,COMPRAS,NIRS ENSILAJE PRADERA FORRAJE,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,False,EXP-1.1;ADM-1.6;EXP-14.1,[COMPRAS] | NIRS ENSILAJE PRADERA FORRAJE | COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,review_required,weak_class
SA-00154,EXP-13.1,EXP-14.4,EXP-14.4,silver_audit,model,review_required,low_confidence,False,False,0.28157010674476624,0.049954310059547424,COMPRAS,MANO DE OBRA SERVICIO TECNICO GALLAGHER,MANO DE OBRA SERVICIO TECNICO GALLAGHER,GALLAGHER CHILE SPA,False,EXP-14.4;EXP-13.1;EXP-14.2,[COMPRAS] | MANO DE OBRA SERVICIO TECNICO GALLAGHER | MANO DE OBRA SERVICIO TECNICO GALLAGHER | GALLAGHER CHILE SPA,,review_required,low_confidence
SA-00244,EXP-13.1,EXP-2.1,EXP-2.1,silver_audit,model,review_required,weak_class,False,False,0.10864999145269394,0.006796643137931824,COMPRAS,SERVICIO DE EMERGENCIA (FIN DE SEMANA OFERIADO),,COMERCIAL SERVIFEED SPA,False,EXP-2.1;EXP-14.1;EXP-5.2,[COMPRAS] | SERVICIO DE EMERGENCIA (FIN DE SEMANA OFERIADO) | COMERCIAL SERVIFEED SPA,,review_required,weak_class
SA-00631,EXP-13.1,EXP-13.3,EXP-13.3,file_audit,model,review_required,ambiguous_vehicle_vs_machinery_inspection,False,False,0.6583775877952576,0.44326531887054443,COMPRAS,- Revision Tecnica Maquinaria automotriz VPSJ99,,REVISIONES LOS LAGOS LTDA.,False,EXP-13.3;EXP-13.2;ADM-2.1,[COMPRAS] | - Revision Tecnica Maquinaria automotriz VPSJ99 | REVISIONES LOS LAGOS LTDA.,ambiguous_vehicle_vs_machinery_inspection,review_required,ambiguous_vehicle_vs_machinery_inspection
SA-00849,EXP-13.2,EXP-13.1,EXP-13.1,silver_audit,model,review_required,low_confidence,False,False,0.27562224864959717,0.0003834068775177002,COMPRAS,mantencion trx 520,,MULTIMOTOS OSORNO SPA,False,EXP-13.1;EXP-10.1;EXP-14.4,[COMPRAS] | mantencion trx 520 | MULTIMOTOS OSORNO SPA,,review_required,low_confidence
SA-00891,EXP-13.2,EXP-16.2,EXP-16.2,silver_audit,model,review_required,low_confidence,False,False,0.4666290581226349,0.36812304705381393,COMPRAS,BATERIA,,MULTIMOTOS OSORNO SPA,False,EXP-16.2;EXP-14.1;EXP-10.1,[COMPRAS] | BATERIA | MULTIMOTOS OSORNO SPA,,review_required,low_confidence
