gold_id,truth,prediction,model_prediction,gold_source,source,decision,reason,correct,model_prediction_correct,top1,margin,direction,item_text,description,provider,lookup_conflict,top3,model_text,guard_reason,counterfactual_model_decision,counterfactual_model_reason
SA-00687,ADM-1.10,ADM-1.6,ADM-1.6,file_audit,model,review_required,low_confidence,False,False,0.14462293684482574,0.02185283601284027,COMPRAS,CRECE ANUAL,20% DCTO PARTNER PROMOTOR NIVEL ENTRANTE - OREGON CONSULTING,CHIPAX SPA,False,ADM-1.6;ADM-1.2;EXP-7.0,[COMPRAS] | CRECE ANUAL | 20% DCTO PARTNER PROMOTOR NIVEL ENTRANTE - OREGON CONSULTING | CHIPAX SPA,,review_required,low_confidence
SA-00027,ADM-1.4,ADM-1.7,ADM-1.7,silver_audit,model,review_required,low_confidence,False,False,0.7294439673423767,0.6631008088588715,COMPRAS,Intereses Exentos,,SOCIEDAD CONCESIONARIA RUTA 5 TALCA-CHILLAN S.A.,False,ADM-1.7;EXP-15.1;ADM-1.5,[COMPRAS] | Intereses Exentos | SOCIEDAD CONCESIONARIA RUTA 5 TALCA-CHILLAN S.A.,,review_required,low_confidence
SA-00071,ADM-1.4,ADM-1.7,ADM-1.7,silver_audit,model,review_required,low_confidence,False,False,0.7095503807067871,0.6416251063346863,COMPRAS,Intereses Exentos,,"RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A.",False,ADM-1.7;EXP-15.1;ADM-1.5,"[COMPRAS] | Intereses Exentos | RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A.",,review_required,low_confidence
SA-00682,ADM-1.6,EXP-13.1,EXP-13.1,file_audit,model,review_required,low_confidence,False,False,0.4492041766643524,0.2473958134651184,COMPRAS,TONER ORIGINAL TN860XL MARCA BROTHER CON UN 5 0 DESCUENTO,TONER ORIGINAL TN860XL MARCA BROTHER,COMERCIAL V A M OFFICES SUPPLIES LIMITADA,False,EXP-13.1;EXP-14.3;ADM-1.6,[COMPRAS] | TONER ORIGINAL TN860XL MARCA BROTHER CON UN 5 0 DESCUENTO | TONER ORIGINAL TN860XL MARCA BROTHER | COMERCIAL V A M OFFICES SUPPLIES LIMITADA,,review_required,low_confidence
SA-00278,ADM-2.2,ADM-1.4,ADM-1.4,silver_audit,model,review_required,low_confidence,False,False,0.3059772551059723,0.16673865914344788,COMPRAS,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,False,ADM-1.4;ADM-2.2;EXP-1.1,[COMPRAS] | RUTCOBRANZA 96685810 | Cia de Seguros de Vida Consorcio Nacional de Seguros SA,,review_required,low_confidence
RG-01026,EXP-1.1,EXP-16.2,EXP-16.2,file_audit,model,review_required,low_confidence,False,False,0.3310854732990265,0.0528922975063324,COMPRAS,EMPANADAS DE HORNO,,MINERVA RUTH ARELLANO VASQUEZ,False,EXP-16.2;EXP-10.1;EXP-14.1,[COMPRAS] | EMPANADAS DE HORNO | MINERVA RUTH ARELLANO VASQUEZ,,review_required,low_confidence
RG-01105,EXP-1.1,EXP-14.4,EXP-14.4,file_audit,model,review_required,low_confidence,False,False,0.6602583527565002,0.5528221353888512,COMPRAS,ESTAMPADO CORPORACION,RURAL POLERA LADO IZQUIERDO PECHO,SMRCHILE LIMITADA,False,EXP-14.4;EXP-1.1;ADM-1.6,[COMPRAS] | ESTAMPADO CORPORACION | RURAL POLERA LADO IZQUIERDO PECHO | SMRCHILE LIMITADA,,review_required,low_confidence
SA-00002,EXP-1.1,EXP-10.1,EXP-10.1,silver_audit,model,review_required,low_confidence,False,False,0.3280611038208008,0.09127071499824524,COMPRAS,CURSO OPERADOR MOTOS,,SERVICIOS TECNICOS DE CAPACITACION VICTOR HERMINIO MIRANDA HERNANDEZ E,False,EXP-10.1;EXP-1.1;EXP-14.1,[COMPRAS] | CURSO OPERADOR MOTOS | SERVICIOS TECNICOS DE CAPACITACION VICTOR HERMINIO MIRANDA HERNANDEZ E,,review_required,low_confidence
SA-00819,EXP-10.1,EXP-10.4,EXP-10.4,silver_audit,model,review_required,weak_class,False,False,0.2701624035835266,0.004240244626998901,COMPRAS,SELLO DEL CUERPO ICIP PARA LA COPA DE GOMA Y EL CORTADOR DE CLIPS,,GEA Farm Technologies Osorno Ltda.,False,EXP-10.4;EXP-10.1;EXP-16.2,[COMPRAS] | SELLO DEL CUERPO ICIP PARA LA COPA DE GOMA Y EL CORTADOR DE CLIPS | GEA Farm Technologies Osorno Ltda.,,review_required,weak_class
SA-00805,EXP-10.4,EXP-10.1,EXP-10.1,silver_audit,model,review_required,low_confidence,False,False,0.7377889156341553,0.570172056555748,COMPRAS,-Juego de servicio - Gestion de leche (C)var.,,GEA Farm Technologies Osorno Ltda.,False,EXP-10.1;EXP-10.4;EXP-10.2,[COMPRAS] | -Juego de servicio - Gestion de leche (C)var. | GEA Farm Technologies Osorno Ltda.,,review_required,low_confidence
SA-00317,EXP-11.5,EXP-16.2,EXP-16.2,silver_audit,model,review_required,low_confidence,False,False,0.5772247910499573,0.20233896374702454,COMPRAS,"CARTUCHO GAS BUTANO-PROPANO 227 G ""OFERTA""",,COMERCIAL CLIMENT SPA,False,EXP-16.2;EXP-11.5;ADM-1.4,"[COMPRAS] | CARTUCHO GAS BUTANO-PROPANO 227 G ""OFERTA"" | COMERCIAL CLIMENT SPA",,review_required,low_confidence
SA-00044,EXP-12.1,EXP-1.1,EXP-1.1,silver_audit,model,review_required,weak_class,False,False,0.225241020321846,0.1286785900592804,COMPRAS,NIRS ENSILAJE PRADERA FORRAJE,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,False,EXP-1.1;ADM-1.6;EXP-14.1,[COMPRAS] | NIRS ENSILAJE PRADERA FORRAJE | COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,,review_required,weak_class
SA-00154,EXP-13.1,EXP-14.4,EXP-14.4,silver_audit,model,review_required,low_confidence,False,False,0.2815697491168976,0.04995401203632355,COMPRAS,MANO DE OBRA SERVICIO TECNICO GALLAGHER,MANO DE OBRA SERVICIO TECNICO GALLAGHER,GALLAGHER CHILE SPA,False,EXP-14.4;EXP-13.1;EXP-14.2,[COMPRAS] | MANO DE OBRA SERVICIO TECNICO GALLAGHER | MANO DE OBRA SERVICIO TECNICO GALLAGHER | GALLAGHER CHILE SPA,,review_required,low_confidence
SA-00244,EXP-13.1,EXP-2.1,EXP-2.1,silver_audit,model,review_required,weak_class,False,False,0.10865036398172379,0.006796933710575104,COMPRAS,SERVICIO DE EMERGENCIA (FIN DE SEMANA OFERIADO),,COMERCIAL SERVIFEED SPA,False,EXP-2.1;EXP-14.1;EXP-5.2,[COMPRAS] | SERVICIO DE EMERGENCIA (FIN DE SEMANA OFERIADO) | COMERCIAL SERVIFEED SPA,,review_required,weak_class
SA-00631,EXP-13.1,EXP-13.3,EXP-13.3,file_audit,model,review_required,ambiguous_vehicle_vs_machinery_inspection,False,False,0.6583774089813232,0.4432651698589325,COMPRAS,- Revision Tecnica Maquinaria automotriz VPSJ99,,REVISIONES LOS LAGOS LTDA.,False,EXP-13.3;EXP-13.2;ADM-2.1,[COMPRAS] | - Revision Tecnica Maquinaria automotriz VPSJ99 | REVISIONES LOS LAGOS LTDA.,ambiguous_vehicle_vs_machinery_inspection,review_required,ambiguous_vehicle_vs_machinery_inspection
SA-00849,EXP-13.2,EXP-13.1,EXP-13.1,silver_audit,model,review_required,low_confidence,False,False,0.27562186121940613,0.0003828704357147217,COMPRAS,mantencion trx 520,,MULTIMOTOS OSORNO SPA,False,EXP-13.1;EXP-10.1;EXP-14.4,[COMPRAS] | mantencion trx 520 | MULTIMOTOS OSORNO SPA,,review_required,low_confidence
SA-00891,EXP-13.2,EXP-16.2,EXP-16.2,silver_audit,model,review_required,low_confidence,False,False,0.46662914752960205,0.368123821914196,COMPRAS,BATERIA,,MULTIMOTOS OSORNO SPA,False,EXP-16.2;EXP-14.1;EXP-10.1,[COMPRAS] | BATERIA | MULTIMOTOS OSORNO SPA,,review_required,low_confidence
SA-00941,EXP-13.2,EXP-10.1,EXP-10.1,silver_audit,model,review_required,low_confidence,False,False,0.43299514055252075,0.26734212040901184,COMPRAS,MANTENION Y REPARACION,"MANTENCION MOTOS RAICES SEGUN OT N° 496, 497-",MULTIMOTOS OSORNO SPA,False,EXP-10.1;EXP-13.1;EXP-13.2,"[COMPRAS] | MANTENION Y REPARACION | MANTENCION MOTOS RAICES SEGUN OT N° 496, 497- | MULTIMOTOS OSORNO SPA",,review_required,low_confidence
SA-00603,EXP-13.3,EXP-13.1,EXP-13.1,file_audit,model,review_required,low_confidence,False,False,0.3226263225078583,0.13359610736370087,COMPRAS,NEUM.265/70 R17 FALKEN -____,____,FEROSOR AGRICOLA S.A.,False,EXP-13.1;EXP-14.3;ADM-1.6,[COMPRAS] | NEUM.265/70 R17 FALKEN -____ | ____ | FEROSOR AGRICOLA S.A.,,review_required,low_confidence
SA-00114,EXP-14.4,EXP-14.1,EXP-14.1,silver_audit,model,review_required,low_confidence,False,False,0.7093613743782043,0.6351870149374008,COMPRAS,CAMION,,MANTENCION INDUSTRIAL DEL SUR LIMITADA,False,EXP-14.1;EXP-13.1;EXP-13.3,[COMPRAS] | CAMION | MANTENCION INDUSTRIAL DEL SUR LIMITADA,,review_required,low_confidence
SA-00238,EXP-14.4,EXP-14.3,EXP-14.3,silver_audit,model,review_required,low_confidence,False,False,0.20033510029315948,0.061381176114082336,COMPRAS,HULE AFRANELADO DELGADO 1.40 ANCHO,HULE AFRANELADO DELGADO 1.40 ANCHO,COMERCIAL HARCHA SPA,False,EXP-14.3;ADM-1.6;EXP-14.4,[COMPRAS] | HULE AFRANELADO DELGADO 1.40 ANCHO | HULE AFRANELADO DELGADO 1.40 ANCHO | COMERCIAL HARCHA SPA,,review_required,low_confidence
SA-00037,EXP-15.5,EXP-14.1,EXP-14.1,silver_audit,model,review_required,low_confidence,False,False,0.5707473158836365,0.5128066837787628,COMPRAS,OCTUBRE,SERVICIO DE CARRO PURINERO CORRESPONDIENTE A ( 36 CARROS X 11.000 LT),AGRÍCOLA RIBERAS DEL SAUCE SPA,False,EXP-14.1;EXP-10.1;EXP-13.2,[COMPRAS] | OCTUBRE | SERVICIO DE CARRO PURINERO CORRESPONDIENTE A ( 36 CARROS X 11.000 LT) | AGRÍCOLA RIBERAS DEL SAUCE SPA,,review_required,low_confidence
SA-00089,EXP-15.5,EXP-14.1,EXP-14.1,silver_audit,model,review_required,low_confidence,False,False,0.7139259576797485,0.6698423288762569,COMPRAS,TRASLADO DE ABONO,2 VUELTAS - TINEO,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,False,EXP-14.1;EXP-13.1;EXP-10.1,[COMPRAS] | TRASLADO DE ABONO | 2 VUELTAS - TINEO | PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,,review_required,low_confidence
SA-00848,EXP-15.5,EXP-14.1,EXP-14.1,silver_audit,model,review_required,low_confidence,False,False,0.3319745659828186,0.12565098702907562,COMPRAS,DICIEMBRE LAS RAICES,SERVICIO DE CARO PURINERO CORRESPONDIENTE A (19 CARROS X 10.000 LT Y 11 CARROS X 10.400),AGRÍCOLA RIBERAS DEL SAUCE SPA,False,EXP-14.1;EXP-13.3;ADM-1.4,[COMPRAS] | DICIEMBRE LAS RAICES | SERVICIO DE CARO PURINERO CORRESPONDIENTE A (19 CARROS X 10.000 LT Y 11 CARROS X 10.400) | AGRÍCOLA RIBERAS DEL SAUCE SPA,,review_required,low_confidence
SA-00565,EXP-16.2,EXP-5.1,EXP-5.1,file_audit,model,review_required,weak_class,False,False,0.4921397268772125,0.3695022687315941,COMPRAS,Disposicin Residuos Biopeligrosos,Frascos vacos medicamentos Report 8132 04-02-2026 kilos extras (55),GESTIN AMBIENTAL ECOGEST SPA,False,EXP-5.1;EXP-15.2;EXP-6.5,[COMPRAS] | Disposicin Residuos Biopeligrosos | Frascos vacos medicamentos Report 8132 04-02-2026 kilos extras (55) | GESTIN AMBIENTAL ECOGEST SPA,,review_required,weak_class
RG-01055,EXP-2.4,EXP-4.3,EXP-4.3,file_audit,model,review_required,weak_class,False,False,0.41770538687705994,0.10833826661109924,COMPRAS,VITAMIN+ TERNERO X 10 BOLOS,VITAMIN+ TERNERO X 10 BOLOS,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,False,EXP-4.3;EXP-5.4;EXP-4.2,[COMPRAS] | VITAMIN+ TERNERO X 10 BOLOS | VITAMIN+ TERNERO X 10 BOLOS | COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,,review_required,weak_class
SA-00531,EXP-3.1,EXP-16.2,EXP-16.2,file_audit,model,review_required,low_confidence,False,False,0.1441388726234436,6.0424208641052246e-05,COMPRAS,Nitrogeno liquido,,ABS CHILE LIMITADA,False,EXP-16.2;EXP-10.4;EXP-10.1,[COMPRAS] | Nitrogeno liquido | ABS CHILE LIMITADA,,review_required,low_confidence
SA-00962,EXP-4.1,EXP-4.2,EXP-4.2,silver_audit,model,review_required,low_confidence,False,False,0.39468640089035034,0.012244611978530884,COMPRAS,TRASLADO BOLOS SILOS,CON CARRO Y RETORNO DESDE MAITEN A YUTRECO ( 1 VIAJE ),LUIS ANTONIO TORRES JARAMILLO,False,EXP-4.2;EXP-4.3;EXP-5.4,[COMPRAS] | TRASLADO BOLOS SILOS | CON CARRO Y RETORNO DESDE MAITEN A YUTRECO ( 1 VIAJE ) | LUIS ANTONIO TORRES JARAMILLO,,review_required,low_confidence
SA-00705,EXP-4.3,EXP-4.2,EXP-4.2,file_audit,model,review_required,low_confidence,False,False,0.5636274218559265,0.27922800183296204,COMPRAS,BOLOS PAJA PLASTIFICADO,88 bolos de paja confeccin malla y cinta,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-4.2;EXP-4.3;EXP-5.4,[COMPRAS] | BOLOS PAJA PLASTIFICADO | 88 bolos de paja confeccin malla y cinta | SERVICIOS AGRICOLAS CORPAL SPA,,review_required,low_confidence
SA-00807,EXP-4.3,EXP-4.2,EXP-4.2,silver_audit,model,review_required,low_confidence,False,False,0.41766059398651123,0.06600993871688843,COMPRAS,BOLOS RAICES,"Confeccion arriendo 18ha 63bolosy sala A2 5Ha 19 bolos total 82 bolos en 23 Ha 3.5 bolos x ha 4.5x23: 103.5bolos , 82x 18.500: 1.517.000 mas 103.5x12.000: 1.242.000 total 2.759.000",SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-4.2;EXP-4.3;EXP-5.4,"[COMPRAS] | BOLOS RAICES | Confeccion arriendo 18ha 63bolosy sala A2 5Ha 19 bolos total 82 bolos en 23 Ha 3.5 bolos x ha 4.5x23: 103.5bolos , 82x 18.500: 1.517.000 mas 103.5x12.000: 1.242.000 total 2.759.000 | SERVICIOS AGRICOLAS CORPAL SPA",,review_required,low_confidence
SA-00836,EXP-4.3,ADM-1.6,ADM-1.6,silver_audit,model,review_required,low_confidence,False,False,0.2639187276363373,0.1671532317996025,COMPRAS,KILOS PAJA DE TRIGO,CANTIDAD: 39 MAXIFARDOS ACOPLADO: JF-2403,AGRICOLA LAS LOMAS LIMITADA,False,ADM-1.6;EXP-10.1;EXP-2.4,[COMPRAS] | KILOS PAJA DE TRIGO | CANTIDAD: 39 MAXIFARDOS ACOPLADO: JF-2403 | AGRICOLA LAS LOMAS LIMITADA,,review_required,low_confidence
SA-00898,EXP-6.2,EXP-6.5,EXP-6.5,silver_audit,model,review_required,fertilizer_type_requires_review,False,False,0.5489054322242737,0.17729905247688293,COMPRAS,APLICACION FERTILIZANTE,YUTRECO UREA 192 HA mas 43 HA aplicación Urea,SERVICIOS AGRICOLAS CORPAL SPA,False,EXP-6.5;EXP-15.5;EXP-6.2,[COMPRAS] | APLICACION FERTILIZANTE | YUTRECO UREA 192 HA mas 43 HA aplicación Urea | SERVICIOS AGRICOLAS CORPAL SPA,fertilizer_type_requires_review,review_required,fertilizer_type_requires_review
SA-00905,EXP-6.5,EXP-6.1,EXP-6.1,silver_audit,model,review_required,weak_class,False,False,0.6325317025184631,0.42932452261447906,COMPRAS,FERTILIZACION BRAMADERO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,False,EXP-6.1;EXP-6.5;EXP-15.5,[COMPRAS] | FERTILIZACION BRAMADERO | PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,,review_required,weak_class
SA-00599,EXP-7.0,EXP-16.2,EXP-16.2,file_audit,model,review_required,low_confidence,False,False,0.45977580547332764,0.3428494408726692,COMPRAS,RANGO FULL X,,COOPERATIVA AGRÍCOLA Y LECHERA DE LA UNIÓN LTDA,False,EXP-16.2;EXP-13.1;EXP-16.1,[COMPRAS] | RANGO FULL X | COOPERATIVA AGRÍCOLA Y LECHERA DE LA UNIÓN LTDA,,review_required,low_confidence
SA-00789,EXP-7.0,EXP-13.1,EXP-13.1,silver_audit,model,review_required,low_confidence,False,False,0.4717600345611572,0.3175460398197174,COMPRAS,"GARLON 4 3,79 L",,COAGRA S.A.,False,EXP-13.1;EXP-7.0;EXP-10.1,"[COMPRAS] | GARLON 4 3,79 L | COAGRA S.A.",,review_required,low_confidence
SA-00863,EXP-7.0,EXP-2.4,EXP-2.4,silver_audit,model,review_required,low_confidence,False,False,0.30966898798942566,0.21416347473859787,COMPRAS,PIRIMOR,BOLSA 1 KG|,Tattersall AgroInsumos S.A.,False,EXP-2.4;EXP-1.1;EXP-6.1,[COMPRAS] | PIRIMOR | BOLSA 1 KG| | Tattersall AgroInsumos S.A.,,review_required,low_confidence
SA-00121,EXP-8.1,EXP-8.3,EXP-8.3,silver_audit,model,review_required,weak_class,False,False,0.11402138322591782,0.023837625980377197,COMPRAS,SIEMBRA VEGA 1- MAITEN,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,False,EXP-8.3;EXP-10.4;ADM-1.6,[COMPRAS] | SIEMBRA VEGA 1- MAITEN | PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,,review_required,weak_class
SA-00953,EXP-8.2,EXP-14.4,EXP-14.4,silver_audit,model,review_required,low_confidence,False,False,0.14211885631084442,0.033572159707546234,COMPRAS,SIEMBRA SALA - MAITEN,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,False,EXP-14.4;EXP-5.5;EXP-1.1,[COMPRAS] | SIEMBRA SALA - MAITEN | PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,,review_required,low_confidence
SA-00233,EXP-8.4,EXP-8.3,EXP-8.3,silver_audit,model,review_required,weak_class,False,False,0.12863190472126007,0.025322318077087402,COMPRAS,SIEMBRA - MAITEN,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,False,EXP-8.3;EXP-8.2;EXP-10.4,[COMPRAS] | SIEMBRA - MAITEN | PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,,review_required,weak_class
SA-00378,EXP-8.4,EXP-8.2,EXP-8.2,silver_audit,model,review_required,weak_class,False,False,0.3706962466239929,0.15930889546871185,COMPRAS,RAPS TORDON 21K -,BRAMADERO,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,False,EXP-8.2;EXP-8.4;EXP-7.0,[COMPRAS] | RAPS TORDON 21K - | BRAMADERO | PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,,review_required,weak_class
SA-00857,EXP-9.1,EXP-11.2,EXP-11.2,silver_audit,model,review_required,electricity_requires_exact_meter_or_lookup,False,False,0.23987720906734467,0.04305914044380188,COMPRAS,Interés por mora Energía,,CIA ELECTRICA OSORNO S A,False,EXP-11.2;EXP-9.1;EXP-14.4,[COMPRAS] | Interés por mora Energía | CIA ELECTRICA OSORNO S A,electricity_requires_exact_meter_or_lookup,review_required,electricity_requires_exact_meter_or_lookup
SA-00170,EXP-9.2,ADM-1.5,ADM-1.5,silver_audit,model,review_required,irrigation_context_conflicts_with_prediction,False,False,0.09582336992025375,0.004090100526809692,COMPRAS,.,Servicios revision y puesta en marcha fertiriego y cambio reloj horario,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,False,ADM-1.5;EXP-15.2;EXP-13.3,[COMPRAS] | . | Servicios revision y puesta en marcha fertiriego y cambio reloj horario | COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,irrigation_context_conflicts_with_prediction,review_required,irrigation_context_conflicts_with_prediction
